Nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,label
118.0,88.0,51,"25,44926208°C","79,49221962%","6,201911642","100,6619171",banana
113.0,85.0,45,"27,94972463°C","76,63713353%","6,037430836","109,0921631",banana
19.0,120.0,195,"18,73932187°C","81,12109244%","5,931538447","73,55807954",grapes
67.0,58.0,39,"25,2827223°C","80,54372813%","5,453592032","220,1156708",rice
22.0,16.0,27,"29,1797902°C","90,27214288%","6,006784979","188,9252083",coconut
101.0,58.0,18,"25,66891439°C","81,38103349%","6,652143699","78,59595817",cotton
1.0,8.0,26,"27,5136304°C","94,18955816%","5,562911913","156,6732553",coconut
27.0,145.0,205,"9,467960445°C","82,29335466%","5,800242694","66,02765219",grapes
20.0,68.0,17,"30,11873003°C","60,11680815%","6,578714843","71,72980375",blackgram
22.0,17.0,5,"24,12188673°C","90,72351622%","6,945562889","102,835632",orange
77.0,36.0,23,"24,71417533°C","56,73426469%","6,648725327","88,45361858",maize
22.0,11.0,29,"28,03380598°C","95,01630593%","5,955742971","218,0055713",coconut
110.0,7.0,45,"26,63838589°C","84,69546874%","6,189213927","48,32428609",watermelon
14.0,67.0,22,"23,82576704°C","24,75485098%","5,624690248","84,64143632",kidneybeans
23.0,24.0,32,"28,1218093°C","46,16888595%","5,630619901","93,30247448",mango
25.0,65.0,21,"33,86351172°C","68,59232289%","6,880245789","69,24464096",blackgram
86.0,37.0,16,"20,51716779°C","59,21235483%","5,561510732","67,61013737",maize
117.0,24.0,53,"29,17220859°C","92,21405224%","6,293486295","21,30290472",muskmelon
22.0,44.0,24,"24,30935081°C","56,32938343%","6,030447288","58,99536268",mothbeans
95.0,13.0,46,"29,84070774°C","93,76312893%","6,126019932","23,28207838",muskmelon
58.0,75.0,25,"25,25596239°C","61,36669662%","7,261791753","68,64685069",blackgram
25.0,76.0,17,"31,74105409°C","68,63525428%","7,241148507","62,3061735",blackgram
51.0,57.0,55,"24,70528368°C","90,14732171%","6,676407337","108,4103158",papaya
0.0,25.0,14,"19,33516809°C","91,97978938%","6,361671475","116,450422",orange
19.0,15.0,34,"26,29644905°C","99,65809151%","5,685889066","215,9195049",coconut
12.0,61.0,19,"19,33162606°C","24,13995025%","5,655726817","68,51253427",kidneybeans
91.0,12.0,46,"24,64458469°C","85,49938185%","6,343942518","48,31219031",watermelon
50.0,74.0,17,"27,10053268°C","63,36085585%","6,5408208","73,84949872",blackgram
36.0,24.0,41,"24,94467632°C","94,25702672%","7,009180374","103,8799347",Pomegranate
72.0,41.0,36,"26,50838667°C","86,84264005%","6,065898283","152,9801697",jute
0.0,36.0,26,"34,13072188°C","51,25786185%","5,101206389","96,38808001",mango
97.0,74.0,45,"26,47522633°C","78,51833782%","5,677719902","113,1161095",banana
29.0,8.0,28,"26,87037587°C","91,72546257%","6,100429497","214,4128874",coconut
113.0,15.0,29,"27,09617155°C","63,55324262%","6,779230041","190,2440566",coffee
20.0,41.0,20,"29,27308605°C","89,4875022%","7,073048264","50,9246554",mungbean
85.0,37.0,39,"24,52783742°C","82,73685569%","6,364134968","224,6757231",rice
46.0,76.0,77,"18,2356751°C","19,68538502%","6,967843048","83,74879344",chickpea
75.0,49.0,15,"21,53574127°C","71,50905983%","5,918263801","102,4852929",maize
23.0,62.0,19,"16,51783455°C","20,4555596%","5,609435128","98,77794225",kidneybeans
76.0,48.0,18,"19,29563411°C","69,63481219%","5,77597783","83,21030571",maize
107.0,12.0,46,"29,57240298°C","93,61870344%","6,559763394","27,56918621",muskmelon
90.0,59.0,35,"24,25133493°C","89,86454053%","7,098227926","175,1742112",jute
111.0,5.0,47,"28,03306461°C","91,47355778%","6,274452811","21,17924769",muskmelon
8.0,15.0,33,"28,97318719°C","98,09861043%","5,50158009","213,9011021",coconut
20.0,67.0,19,"19,24462755°C","50,54495302%","5,671419084","180,6465282",pigeonpeas
5.0,68.0,20,"18,72987676°C","61,33186249%","5,001038726","139,8710041",pigeonpeas
8.0,23.0,38,"19,30106297°C","87,1775172%","7,005410734","105,4766591",pomegranate
0.0,18.0,14,"29,77149434°C","92,00719952%","7,207991261","114,4161786",orange
56.0,58.0,49,"37,13165026°C","94,60761797%","6,69215564","172,4788062",papaya
1.0,6.0,35,"27,02269204°C","95,71935435%","6,231662767","147,1682459",coconut
91.0,50.0,40,"20,82477109°C","84,1341879%","6,462391607","230,2242223",rice
37.0,137.0,199,"22,63946441°C","90,18451645%","5,697945522","108,3405879",apple
60.0,55.0,45,"21,40865769°C","83,3293191%","5,935745417","287,5766935",rice
103.0,72.0,51,"26,12643374°C","81,81365007%","6,099478745","104,4812858",banana
80.0,71.0,47,"27,50527651°C","80,79783998%","6,156373499","105,0776992",banana
44.0,60.0,55,"34,2804607°C","90,55561637%","6,825371185","98,54047745",papaya
5.0,144.0,205,"21,42177231°C","92,62665309%","6,184922574","102,8045658",apple
36.0,67.0,25,"35,95176642°C","36,52780776%","6,418062652","136,0456753",pigeonpeas
,58.0,21,"25,36140526°C","46,82652785%","9,160691747","55,60523179",mothbeans
100.0,35.0,36,"25,31042337°C","72,01364411%","6,346715209","190,5577618",jute
,19.0,55,"28,80311922°C","91,78336933%","6,121745389","25,16359891",muskmelon
25.0,78.0,76,"17,48042641°C","15,7559405%","7,228963452","66,96980581",chickpea
63.0,42.0,21,"23,26237612°C","72,33125523%","5,798423908","67,10225139",maize
27.0,71.0,23,"23,45379018°C","46,48714759%","7,10959773","150,8712202",pigeonpeas
100.0,18.0,52,"26,20234499°C","80,38266489%","6,87606733","56,47941847",watermelon
105.0,14.0,50,"26,2148837°C","87,6883982%","6,419052193","59,65590798",watermelon
23.0,37.0,24,"28,77833449°C","44,2252605%","7,991902443","33,95825723",mothbeans
3.0,23.0,30,"29,70143197°C","95,65754365%","6,078807239","215,1968037",coconut
49.0,76.0,18,"27,05365239°C","67,7017527%","7,393631868","60,4693835",blackgram
80.0,26.0,55,"24,53442564°C","88,989272%","6,140099215","49,11618732",watermelon
8.0,120.0,201,"21,18667419°C","91,13435689%","6,321152192","122,233323",apple
39.0,57.0,19,"29,32379604°C","45,93248374%","6,421748487","165,4113371",pigeonpeas
33.0,47.0,46,"29,20300896°C","93,96834049%","6,839443833","209,4083305",papaya
37.0,10.0,32,"28,96318258°C","95,16333673%","6,165084855","222,803013",coconut
100.0,40.0,35,"27,56441788°C","54,41094079%","6,955787351","177,816092",coffee
17.0,64.0,16,"30,97758716°C","32,24914235%","7,161797643","180,716828",pigeonpeas
40.0,68.0,17,"34,1262979°C","65,14877461%","7,733149554","70,40795007",blackgram
23.0,35.0,18,"26,4908332°C","47,36534833%","5,414492777","36,99362831",mothbeans
32.0,79.0,22,"27,60195453°C","63,46170674%","5,91645379","54,37814199",lentil
102.0,73.0,52,"27,9122104°C","83,36307683%","6,356090905","90,24211529",banana
72.0,41.0,36,"24,09874353°C","80,57226761%","6,187746776","176,8604109",jute
41.0,74.0,18,"28,75751783°C","61,02701476%","6,599147298","73,37686831",blackgram
39.0,65.0,53,"35,33294932°C","92,11508608%","6,560743093","235,6133585",papaya
40.0,49.0,47,"42,93368602°C","91,1756748%","6,501521192","246,3613268",papaya
33.0,12.0,15,"30,25578031°C","92,03272799%","6,052318465","116,7173125",orange
108.0,89.0,53,"29,55054817°C","78,06762846%","5,808497604","99,34482238",banana
13.0,5.0,8,"23,85340379°C","90,10522549%","7,474710503","103,923226",orange
40.0,17.0,15,"21,35093384°C","90,9492967%","7,871063004","107,0862095",orange
14.0,37.0,15,"27,96235681°C","83,97586797%","6,581351374","48,9366954",mungbean
82.0,29.0,35,"26,67377159°C","52,24226285%","6,246872394","156,1543898",coffee
8.0,45.0,18,"27,93034941°C","85,42058715%","7,011030515","43,25095608",mungbean
7.0,11.0,32,"29,25902906°C","95,11294697%","5,542169139","184,7624496",coconut
108.0,60.0,17,"22,75805656°C","76,75768356%","6,558902588","97,76600619",cotton
31.0,60.0,24,"25,40474421°C","65,8567539%","7,722335992","51,92057267",lentil
40.0,132.0,202,"24,57558351°C","80,70695797%","5,971813006","69,706113",grapes
,79.0,19,"27,54384835°C","69,3478631%","7,143942758","69,40878198",blackgram
99.0,50.0,15,"18,14710054°C","71,09445342%","5,573286437","88,07753741",maize
25.0,48.0,21,"28,438097°C","83,48991368%","6,267684328","52,55469976",mungbean
10.0,75.0,17,"18,43966037°C","68,05394959%","7,732194788","39,00992137",lentil
101.0,31.0,26,"26,70897548°C","69,71184111%","6,861235184","158,8608887",coffee
80.0,90.0,47,"26,59743595°C","79,35898915%","6,21084479","107,3944717",banana
9.0,77.0,17,"21,65845777°C","63,58337146%","6,280725549","38,07659414",lentil
15.0,45.0,23,"24,20422636°C","61,43378674%","7,224193642","46,0203959",mothbeans
10.0,79.0,20,"24,98287462°C","66,895409%","6,379881442","38,21370568",lentil
9.0,8.0,15,"14,34320488°C","94,35734702%","7,994465371","110,2223123",orange
60.0,43.0,44,"21,01944696°C","82,95221726%","7,416245107","298,4018471",rice
109.0,21.0,55,"24,9004602°C","89,73524177%","6,770278088","57,44942094",watermelon
92.0,35.0,40,"22,17931888°C","80,33127223%","6,357389366","200,0882787",rice
36.0,11.0,13,"17,34083741°C","93,04897191%","7,1917274","112,7194284",orange
93.0,41.0,17,"25,6217169°C","66,50415474%","6,047906679","105,4654703",maize
83.0,41.0,43,"112,0°C","82,67839517%","6,254028451","233,1075816",rice
39.0,73.0,24,"25,65842532°C","61,18235808%","7,22405917","69,28607828",blackgram
91.0,56.0,37,"23,43191632°C","80,56887849%","6,363472208","269,5039162",rice
83.0,57.0,19,"25,73044432°C","70,74739256%","6,877869005","98,73771338",maize
40.0,16.0,35,"34,16438906°C","54,16482251%","4,954739564","98,33351125",mango
98.0,43.0,35,"25,40785911°C","76,44048625%","7,319952206","188,6372826",jute
8.0,33.0,29,"29,98080499°C","49,48613279%","6,442393461","91,82271568",mango
7.0,31.0,27,"31,32863689°C","47,59319575%","6,524114355","94,67344737",mango
37.0,52.0,47,"43,08022702°C","93,90305729%","6,54277684","211,8529059",papaya
6.0,140.0,205,"17,66558428°C","82,92903419%","6,313085601","69,8671263",Grapes
9.0,38.0,25,"34,58561471°C","50,34035336%","5,497946899","100,3060719",mango
82.0,75.0,55,"27,34585147°C","78,4873835%","6,281069505","92,15524332",banana
77.0,55.0,43,"25,49941707°C","75,99987588%","6,663559451","193,7141828",jute
11.0,132.0,197,"15,99050693°C","81,23966573%","5,734317007","74,40198861",Grapes
29.0,68.0,23,"24,1638445°C","19,27907819%","5,82738029","116,7324324",kidneybeans
38.0,15.0,27,"33,7462686°C","48,50387598%","6,777788126","92,26439205",mango
29.0,75.0,75,"19,62416326°C","18,71483156%","7,064790365","88,4585692",chickpea
23.0,138.0,195,"22,49095104°C","91,70292746%","5,795985716","124,3915101",apple
85.0,95.0,47,"25,94019018°C","78,3422098%","6,211833161","119,84797",banana
5.0,16.0,31,"35,96054636°C","48,69677802%","4,555688532","98,00644238",mango
92.0,85.0,51,"29,22118628°C","81,08183635%","5,740764682","108,8616474",banana
29.0,54.0,16,"27,78031515°C","54,65030015%","8,153022903","32,05025323",mothbeans
32.0,71.0,85,"20,62767492°C","14,44008871%","6,403982316","92,06630306",chickpea
8.0,58.0,17,"28,75273118°C","69,15640149%","7,286049978","35,15426171",lentil
7.0,,23,"19,6365349°C","19,68751084%","5,821649914","96,65888933",kidneybeans
56.0,50.0,52,"33,08706051°C","92,25197542%","6,770384816","88,1300769",papaya
9.0,25.0,41,"24,81530144°C","91,90842992%","5,972714857","109,2853418",Pomegranate
100.0,32.0,26,"25,234661°C","57,53161469%","6,043485685","124,2261737",coffee
88.0,38.0,15,"25,08239719°C","65,92195844%","6,455116637","62,49190812",maize
44.0,77.0,21,"32,63918668°C","61,3009051%","7,326980454","61,83876146",blackgram
17.0,18.0,43,"24,4880844°C","90,83687246%","5,843005428","103,1969341",pomegranate
50.0,64.0,25,"28,84079155°C","63,37230676%","6,734447425","70,25496749",blackgram
31.0,11.0,45,"24,83954414°C","86,88738076%","6,034612928","107,6435771",pomegranate
4.0,20.0,25,"28,93270187°C","47,94053996%","5,664587011","99,9834242",mango
83.0,58.0,45,"25,75528612°C","83,51827127%","5,875345751","245,6626799",rice
42.0,79.0,23,"27,71678273°C","63,29103387%","6,781841984","68,56507978",blackgram
14.0,140.0,197,"23,35225078°C","90,90054697%","6,071255131","113,0381382",apple
111.0,28.0,26,"27,77363343°C","64,47858698%","6,937352845","192,7121236",coffee
19.0,26.0,29,"26,93141945°C","98,80313612%","5,67154928","166,5712879",coconut
60.0,44.0,23,"24,7947077°C","70,04556743%","5,722579819","76,72860067",maize
67.0,60.0,38,"24,79853023°C","78,53037059%","7,16214284","162,2847429",jute
69.0,47.0,40,"25,37122686°C","76,2403666%","6,130136384","183,8270791",jute
92.0,21.0,48,"25,81692236°C","82,043255%","6,377427122","54,82963379",watermelon
87.0,48.0,25,"18,65396672°C","61,37879671%","6,656730008","93,62039175",maize
27.0,40.0,24,"27,84026517°C","89,99615558%","7,063022095","52,84626009",mungbean
98.0,53.0,38,"20,26707606°C","81,63895217%","5,01450727","270,4417274",rice
63.0,50.0,52,"28,64555584°C","93,22642604%","6,751747609","115,8163936",papaya
32.0,76.0,15,"28,05153602°C","63,49802189%","7,604110177","43,35795377",lentil
91.0,36.0,45,"24,44345477°C","82,45432595%","5,950647577","267,9761948",rice
5.0,24.0,40,"24,692258°C","93,87030088%","6,297907579","104,6735454",pomegranate
113.0,37.0,20,"25,03300222°C","79,04368718%","7,393441155","97,10087029",cotton
12.0,63.0,17,"18,358923°C","19,37703396%","5,717143397","138,414764",kidneybeans
120.0,87.0,52,"28,0764455°C","76,05522115%","5,905494703","118,9923573",banana
27.0,30.0,31,"28,98545306°C","90,73966792%","5,718120393","148,8398374",coconut
117.0,25.0,54,"28,68275966°C","92,50969311%","6,150686364","29,11187663",muskmelon
69.0,46.0,41,"23,64124821°C","80,28597873%","5,012139669","263,1103304",rice
86.0,6.0,53,"25,92030221°C","83,47202566%","6,921847888","42,10681516",watermelon
42.0,67.0,77,"18,99424448°C","15,9362937%","7,114405288","78,69707199",chickpea
76.0,49.0,42,"24,958779°C","84,47963372%","5,206373153","196,9560008",rice
9.0,16.0,39,"18,41164435°C","91,11927248%","6,101198974","105,1834976",pomegranate
31.0,76.0,82,"20,8248451°C","17,85057083%","7,599279991","79,20509212",chickpea
111.0,32.0,34,"25,46743689°C","69,35161206%","6,392048018","171,3764462",coffee
94.0,26.0,27,"26,36629861°C","52,25738495%","7,456460375","177,3176161",coffee
59.0,62.0,83,"18,57665902°C","19,22008229%","8,104396058","72,94940441",chickpea
1.0,67.0,21,"27,52135365°C","60,53657684%","6,551577598","48,06491307",lentil
11.0,78.0,22,"23,89756791°C","22,74378977%","5,940546818","112,6616435",kidneybeans
59.0,47.0,53,"32,86316618°C","91,4618874%","6,850663232","47,271547",papaya
25.0,76.0,24,"15,33042636°C","24,91506728%","5,56503533","135,3315583",kidneybeans
38.0,68.0,54,"29,33710543°C","90,81781439%","6,739170045","202,0572747",papaya
89.0,25.0,54,"24,69368934°C","85,56967628%","6,353107393","48,99390828",watermelon
25.0,17.0,40,"18,91251245°C","87,74938524%","6,608023872","111,2800516",pomegranate
114.0,79.0,51,"26,21009246°C","82,34429458%","6,313197204","112,0700033",banana
56.0,76.0,16,"28,27265858°C","61,18956161%","7,513151076","63,29900785",blackgram
6.0,124.0,200,"22,98208095°C","93,84505029%","5,971332179","109,5852253",apple
99.0,54.0,37,"21,14347496°C","80,33502926%","5,594819626","198,6730942",rice
36.0,125.0,196,"37,46566825°C","80,65968681%","6,15526103","66,83872293",Grapes
107.0,71.0,55,"29,42017919°C","83,96754496%","6,088064451","117,229079",banana
28.0,70.0,21,"25,39038396°C","60,4989659%","7,437373666","39,18374505",lentil
60.0,49.0,44,"20,77576147°C","84,49774397%","6,244841491","240,0810647",rice
30.0,65.0,82,"20,71424384°C","15,27824066%","7,103798069","76,77888672",chickpea
92.0,44.0,16,"18,87751445°C","65,76816093%","6,082973754","94,76189431",maize
35.0,64.0,78,"17,92845928°C","14,27327988%","7,496645259","85,37378769",chickpea
108.0,22.0,47,"28,53545677°C","91,72742702%","6,161123579","25,1290048",muskmelon
94.0,70.0,48,"25,13686519°C","84,88394407%","6,195152442","91,46442491",banana
26.0,35.0,31,"33,44619894°C","53,05980465%","5,339556562","98,05089394",mango
10.0,5.0,42,"20,24104904°C","91,08706822%","6,887005997","109,2537734",Pomegranate
16.0,56.0,17,"33,80020039°C","40,03262418%","7,445444883","176,6165894",pigeonpeas
108.0,46.0,17,"24,3017998°C","84,87668973%","6,93221485","65,0247867",cotton
37.0,24.0,13,"19,14381903°C","90,71037456%","7,8546243","108,0230792",orange
70.0,47.0,17,"24,6129118°C","70,4162444%","6,600827017","104,1626147",maize
80.0,15.0,28,"23,11438731°C","68,00096043%","6,703270635","161,8944624",coffee
136.0,36.0,20,"23,09595631°C","84,86275707%","6,925412377","71,29581071",cotton
27.0,76.0,83,"19,12829388°C","14,92241479%","6,289614016","89,61857826",chickpea
9.0,139.0,199,"23,25230817°C","94,54128292%","5,867420996","105,3558408",apple
35.0,52.0,19,"27,10606808°C","89,89593328%","6,698574085","37,45680611",mungbean
33.0,80.0,22,"28,57006111°C","65,71765781%","6,593961761","70,0866434",blackgram
109.0,31.0,27,"23,05951896°C","50,40609436%","6,973839707","164,4971875",coffee
90.0,16.0,45,"24,92093261°C","80,61750795%","6,291540278","50,55710813",watermelon
81.0,45.0,35,"26,52872817°C","80,12267476%","6,158376967","218,9163567",rice
81.0,25.0,49,"29,86895762°C","93,25103208%","6,076459669","26,26243014",muskmelon
66.0,54.0,21,"25,19008683°C","60,2001687%","5,919045532","72,12375573",maize
92.0,7.0,45,"26,70607759°C","81,14149505%","6,944640222","51,51033554",watermelon
20.0,60.0,78,"18,17234999°C","14,70085967%","6,358740355","90,7760707",chickpea
1.0,76.0,19,"24,18553163°C","46,68746847%","6,669529416","177,3377996",pigeonpeas
9.0,59.0,25,"30,39321309°C","60,16299493%","7,699200949","35,37493212",mothbeans
106.0,21.0,35,"25,627355°C","57,04151119%","7,428523634","188,5506536",coffee
27.0,8.0,30,"26,44600063°C","98,29937782%","6,008386283","221,2258168",coconut
66.0,53.0,19,"23,09348056°C","60,1159381%","6,033550195","65,49730729",maize
84.0,21.0,55,"28,47090661°C","94,79453182%","6,494251024","21,08484101",muskmelon
84.0,57.0,25,"22,53510514°C","67,99257471%","6,489040367","64,40866039",maize
110.0,39.0,18,"24,54795322°C","75,39752705%","7,766259769","63,88079866",cotton
22.0,64.0,82,"19,48974337°C","17,17260319%","6,4740245","87,51312796",chickpea
119.0,9.0,50,"26,74550678°C","83,9195902%","6,251286661","40,794305",watermelon
52.0,60.0,79,"19,45339934°C","18,23490739%","8,380185271","75,6317566",chickpea
21.0,137.0,196,"23,6119202°C","91,70293849%","5,812781806","123,5900822",apple
43.0,61.0,20,"26,87187036°C","61,61367264%","6,804253866","63,51822045",blackgram
12.0,39.0,21,"28,99319096°C","62,85948245%","8,183844843","70,4713043",mothbeans
11.0,27.0,30,"27,69637763°C","48,5622488%","6,39474303","89,85646496",mango
31.0,144.0,202,"11,02105378°C","80,55557235%","5,870600622","68,23963161",grapes
63.0,37.0,43,"23,41798979°C","85,08640476%","6,661957897","185,7446728",jute
20.0,45.0,16,"29,93964907°C","54,61813464%","4,626212446","45,43669946",mothbeans
58.0,67.0,45,"38,72382798°C","91,72514851%","6,702424548","62,62377075",papaya
95.0,7.0,45,"27,30008597°C","90,80015308%","6,031665834","25,09484511",muskmelon
22.0,30.0,12,"15,78144173°C","92,51077745%","6,354006744","119,035002",orange
11.0,46.0,24,"27,65280218°C","89,80650642%","6,459252023","56,52558045",mungbean
20.0,8.0,12,"25,2990432°C","94,96419851%","7,260416405","117,9733424",orange
18.0,20.0,26,"31,66524687°C","51,98594645%","5,435840509","89,98024312",mango
34.0,38.0,31,"35,37775595°C","45,58110023%","6,454045329","97,41586402",mango
39.0,21.0,9,"13,20844373°C","94,02769434%","6,354022554","106,2696156",orange
67.0,35.0,22,"23,30546753°C","63,24648023%","6,385684214","108,7603001",maize
7.0,56.0,23,"26,33908791°C","40,00933429%","5,545219232","55,50429227",mothbeans
22.0,60.0,18,"19,59221047°C","61,28633405%","6,74398035","41,7704893",lentil
86.0,26.0,27,"27,13140403°C","52,89368299%","6,081172981","192,4280381",coffee
7.0,17.0,10,"10,16431299°C","91,22320999%","6,465913274","106,362551",orange
89.0,22.0,52,"24,89681131°C","86,10782926%","6,217300786","53,14626213",watermelon
4.0,59.0,19,"26,25070298°C","67,62779652%","7,621494566","40,8106299",lentil
21.0,29.0,12,"22,30318989°C","92,15987039%","6,438668989","117,3688104",orange
107.0,72.0,45,"28,14938935°C","81,54448882%","5,790768046","91,40508414",banana
22.0,37.0,20,"27,62749466°C","86,49366929%","6,605733068","39,26137642",mungbean
94.0,50.0,37,"25,66585205°C","80,66385045%","6,94801983","209,5869708",rice
3.0,49.0,18,"200,0°C","64,70930606%","3,692863601","32,67891866",mothbeans
125.0,39.0,21,"25,03149561°C","82,21276599%","7,954629324","95,0191318",cotton
19.0,21.0,34,"30,01592643°C","53,19212381%","5,074272692","97,72843182",mango
26.0,11.0,11,"13,70319166°C","90,95589386%","7,609348255","106,2944879",orange
105.0,56.0,15,"25,96779712°C","81,97904282%","7,272316209","74,14169043",cotton
53.0,55.0,55,"33,32315744°C","91,25271223%","6,709668804","234,496633",papaya
19.0,55.0,20,"27,43329405°C","87,80507732%","7,18530147","54,73367631",mungbean
0.0,69.0,21,"25,86928193°C","61,88321072%","7,072923306","36,68284038",lentil
30.0,70.0,79,"20,26942271°C","19,96978871%","7,313122235","69,64449182",chickpea
25.0,59.0,19,"29,06631494°C","83,6869203%","6,626629798","43,95183726",mungbean
59.0,62.0,49,"43,36051537°C","93,35191636%","6,941496806","114,778071",papaya
80.0,18.0,51,"28,05380704°C","91,81758779%","6,706053225","20,76582087",muskmelon
12.0,34.0,28,"33,36140093°C","45,02236377%","6,13526938","98,81596545",mango
120.0,25.0,50,"28,05457761°C","94,81637388%","6,327210469","21,84869328",muskmelon
5.0,59.0,15,"18,87492997°C","20,18238348%","5,97229163","134,1811718",kidneybeans
34.0,71.0,79,"17,927806°C","15,85622899%","7,728998197","74,63872762",chickpea
9.0,57.0,24,"29,89232778°C","89,71503316%","7,165121109","42,99498978",mungbean
94.0,5.0,55,"28,5854649°C","91,89216849%","6,085682344","26,88372572",muskmelon
8.0,139.0,199,"29,36947679°C","81,53996362%","6,336426667","66,13442813",grapes
25.0,143.0,200,"23,80436344°C","92,80441624%","6,024248787","100,6192543",apple
27.0,62.0,77,"18,19737048°C","14,71070537%","6,576415562","70,18185181",chickpea
40.0,64.0,47,"32,50037548°C","93,47888842%","6,893509446","71,73759526",papaya
27.0,56.0,22,"19,91853092°C","20,70099804%","5,833010958","108,6434544",kidneybeans
31.0,58.0,15,"28,31886863°C","60,19461399%","6,167855382","45,36521251",lentil
74.0,58.0,18,"20,03728219°C","56,35606753%","6,727303282","109,024141",maize
110.0,78.0,50,"25,93730186°C","78,89864446%","5,915568968","98,21747528",banana
48.0,62.0,47,"25,34756111°C","93,02871078%","6,803094965","174,4012337",papaya
31.0,72.0,17,"28,69180475°C","49,47225353%","5,833031708","96,36222901",pigeonpeas
25.0,121.0,201,"30,50734778°C","82,71775569%","5,594240603","70,08200379",Grapes
58.0,79.0,17,"27,24766491°C","66,10123083%","7,04174124","62,31842057",blackgram
28.0,66.0,23,"21,53989176°C","24,25386207%","5,99616119","120,6913038",kidneybeans
5.0,21.0,38,"22,43377991°C","90,3396556%","6,107054808","112,459697",pomegranate
55.0,67.0,16,"34,37329112°C","69,69366426%","6,596719015","70,27184748",blackgram
94.0,50.0,19,"23,30355338°C","73,62548442%","5,873242491","97,59081274",maize
31.0,75.0,18,"15,46789263°C","21,43780702%","5,824208309","88,88796102",kidneybeans
87.0,21.0,52,"27,3506296°C","94,2911951%","6,067665498","27,21244021",muskmelon
56.0,75.0,15,"30,20157245°C","60,06534859%","7,152272256","66,37171179",blackgram
88.0,29.0,51,"24,71885473°C","88,94568335%","6,095689937","48,45978627",watermelon
27.0,120.0,200,"21,45278675°C","90,74531921%","6,110218826","116,7036582",apple
90.0,50.0,44,"26,91643698°C","73,48655995%","6,253408852","171,4716375",jute
93.0,56.0,42,"23,85724032°C","82,22572988%","7,382762603","195,0948311",rice
77.0,38.0,36,"21,8652524°C","80,1923008%","5,953933276","224,5550169",rice
118.0,13.0,54,"24,41311871°C","89,81574032%","6,039584629","44,07843475",watermelon
25.0,68.0,77,"20,09340593°C","15,11279612%","7,701446446","85,74904898",chickpea
4.0,6.0,7,"23,01014302°C","91,11764246%","6,708889665","112,6738296",orange
57.0,64.0,55,"26,68386496°C","92,9585411%","6,583760499","62,50689682",papaya
120.0,20.0,34,"23,56960509°C","50,56339727%","6,906124587","130,3797119",coffee
112.0,25.0,51,"25,04746944°C","85,5667282%","6,932537231","56,72496677",watermelon
2.0,38.0,33,"32,38697531°C","53,2328243%","4,691396195","90,21633216",mango
28.0,27.0,32,"28,94099669°C","93,00109012%","5,764615485","191,7723087",coconut
92.0,20.0,55,"25,10474753°C","87,5267616%","6,587791262","59,26519444",watermelon
88.0,46.0,42,"22,68319059°C","83,46358271%","6,604993475","194,2651719",rice
106.0,16.0,54,"28,96017885°C","91,69532178%","6,585872508","24,7458198",muskmelon
51.0,72.0,75,"18,88852533°C","14,99451145%","7,104224797","80,1113384",chickpea
3.0,9.0,35,"26,91641934°C","99,84671638%","6,318552973","225,6323656",coconut
22.0,8.0,33,"28,43572863°C","95,8840407%","5,665785202","203,9283708",coconut
99.0,38.0,21,"22,88330922°C","71,59722446%","6,352471866","67,72777298",maize
38.0,19.0,31,"34,73823882°C","49,08864345%","5,855119268","90,65022183",mango
36.0,144.0,196,"23,65167552°C","94,50528753%","6,496934492","115,3611268",apple
59.0,55.0,19,"31,74379487°C","62,51007687%","7,332375138","68,97097538",blackgram
80.0,30.0,25,"26,24092174°C","65,64381357%","7,487266991","148,3771202",coffee
1.0,135.0,203,"22,77856513°C","92,70124029%","5,624203283","113,7759219",apple
61.0,59.0,17,"23,33844615°C","59,24580604%","6,47444292","105,0083144",maize
30.0,60.0,21,"28,87667593°C","62,4901206%","5,457871273","182,2688175",pigeonpeas
107.0,36.0,21,"25,29250148°C","75,66653335%","6,205263534","62,64174227",cotton
37.0,18.0,39,"24,1469628°C","94,5110662%","6,424670614","110,2316633",pomegranate
135.0,43.0,16,"23,47986888°C","81,73049149%","6,720449769","86,76287924",cotton
67.0,45.0,38,"22,72791041°C","82,1706881%","7,300410836","260,8875056",rice
14.0,29.0,32,"35,63627319°C","48,97047762%","6,942520105","97,51952041",mango
34.0,61.0,49,"28,12971499°C","93,3210737%","6,502675132","117,8201907",papaya
69.0,64.0,47,"40,21199348°C","94,50766912%","6,993473247","186,6762324",papaya
0.0,65.0,15,"23,46168338°C","23,22197648%","5,645435626","95,84253438",kidneybeans
14.0,22.0,9,"17,24944623°C","91,13772765%","6,543191814","112,5090516",orange
11.0,122.0,195,"12,14190714°C","83,56812483%","5,647202395","69,63122027",grapes
84.0,51.0,35,"22,30157427°C","80,64416466%","6,043304899","197,9791215",rice
91.0,21.0,26,"26,33377983°C","57,36469955%","7,261313694","191,6549412",coffee
55.0,77.0,22,"31,4345059°C","62,99303471%","7,76061831","64,77651469",blackgram
93.0,83.0,46,"29,38254012°C","83,50423735%","5,765308943","109,2486647",banana
9.0,137.0,200,"21,12152071°C","90,6878768%","5,636687393","102,8017203",apple
77.0,58.0,19,"22,8056033°C","56,50768935%","5,791649933","101,5952794",maize
